id,genetic,length,mass,exercise,smoking,alcohol,sugar,lifespan
2773,79,181,101,3,16,9,2,80
2774,79,194,62,1,15,7,2,69
2775,79,194,72,1,8,6,3,75
2776,79,175,72,1,11,8,1,74
2777,79,197,70,1,6,6,3,77
2778,79,200,84,2,8,7,5,79
2779,79,186,86,1,21,8,4,52
2780,79,191,111,2,15,9,3,61
2781,79,170,83,2,18,7,3,66
2782,79,179,88,1,13,2,4,61
2783,79,199,74,1,1,6,1,82
2784,79,188,64,1,12,9,2,68
2785,79,166,80,1,7,9,3,68
2786,79,203,67,2,22,6,2,78
2787,79,196,62,1,10,9,3,71
2788,79,179,79,2,5,4,3,84
2789,79,193,75,1,19,2,3,69
2790,79,163,79,3,13,6,1,82
2791,79,180,75,3,4,2,3,99
2792,79,178,92,0,20,7,2,51
2793,79,181,82,2,0,6,4,83
2794,79,167,96,2,6,4,2,73
2795,79,184,74,3,1,9,1,102
2796,79,174,71,1,19,6,1,65
2797,79,190,70,2,14,9,2,81
2798,79,182,92,2,7,7,3,75
2799,79,190,84,3,5,5,1,99
2800,79,197,69,1,6,5,2,73
2801,79,178,86,1,16,7,4,61
2802,79,184,88,2,12,6,1,74
2803,79,189,92,0,16,2,3,57
2804,79,191,84,1,14,9,2,65
2805,79,171,63,2,5,2,4,82
2806,79,168,72,1,20,6,1,64
2807,79,193,71,0,9,6,3,65
2808,79,178,90,2,21,6,1,69
2809,79,175,66,1,2,5,2,77
2810,79,191,90,2,10,6,3,74
2811,79,184,67,3,9,7,3,94
2812,79,188,71,0,9,9,2,62
2813,79,189,102,1,14,4,1,67
2814,79,212,67,1,17,8,3,69
2815,79,194,86,2,17,8,2,76
2816,79,175,73,1,20,5,1,65
2817,79,177,90,1,18,8,2,60
2818,79,199,84,3,7,0,2,102
2819,79,183,72,1,0,8,3,78
2820,79,193,90,3,1,6,4,90
2821,79,191,64,1,7,4,1,82
2822,79,189,93,3,11,9,1,92
2823,79,173,73,2,7,1,2,83
2824,79,187,86,2,1,6,3,80
2825,79,194,87,2,0,3,3,92
2826,79,181,94,1,4,8,2,72
2827,79,208,80,1,19,2,3,65
2828,79,169,61,2,1,5,3,88
2829,79,172,76,1,4,1,3,81
2830,79,162,87,1,22,3,3,53
2831,79,174,75,1,9,9,2,71
2832,79,169,67,1,14,9,2,60
2833,79,180,92,1,22,2,4,57
2834,79,166,76,1,0,7,3,76
2835,79,174,79,2,14,7,2,69
2836,79,158,75,3,8,9,2,82
2837,79,171,68,2,4,6,2,82
2838,79,180,73,1,1,5,1,82
2839,79,179,88,1,7,9,4,60
2840,79,170,83,0,21,3,3,52
2841,79,188,88,2,10,9,3,73
2842,79,206,87,2,3,9,2,87
2843,79,177,92,1,18,2,2,66
2844,79,168,68,2,10,4,2,76
2845,79,169,75,1,21,5,4,55
2846,79,180,66,1,3,2,4,75
2847,79,189,89,3,5,9,1,89
2848,79,186,82,1,9,3,2,78
2849,79,204,77,2,2,1,3,89
2850,79,213,99,2,22,5,2,74
2851,79,187,92,1,14,7,2,61
2852,79,211,90,2,4,7,2,83
2853,79,182,77,3,15,2,2,90
2854,79,190,71,1,0,4,1,87
2855,79,169,95,2,12,8,3,69
2856,79,169,67,1,22,7,3,54
2857,79,199,80,0,5,0,2,75
2858,79,185,71,1,21,9,3,60
2859,79,177,84,3,12,5,2,84
2860,79,196,69,2,17,8,2,73
2861,79,163,86,1,7,6,2,66
2862,79,202,89,4,2,9,3,97
2863,79,192,92,3,14,4,2,93
2864,79,186,75,2,3,6,3,82
2865,79,209,85,3,12,2,2,93
2866,79,190,93,2,22,4,3,63
2867,79,211,97,1,7,9,4,67
2868,79,186,94,1,2,3,2,80
2869,79,192,76,4,0,2,1,112
2870,79,206,106,1,0,8,3,71
2871,79,178,93,0,22,5,4,44
2872,79,191,60,2,9,9,2,80
2873,79,177,79,2,2,9,2,86
2874,79,202,61,2,7,0,3,93
2875,79,196,72,1,22,9,4,57
2876,79,194,70,2,15,7,3,74
2877,79,206,88,3,9,3,2,92
2878,79,170,70,2,12,8,3,72
2879,79,158,66,1,19,5,2,64
2880,79,186,88,1,5,6,3,71
2881,79,193,69,1,7,6,2,77
2882,79,170,70,2,4,0,1,92
2883,79,172,88,4,10,9,3,87
2884,79,192,64,2,11,9,2,84
2885,79,174,77,2,5,8,2,85
2886,79,191,96,2,6,6,4,80
2887,79,199,76,2,19,9,2,72
2888,79,190,73,1,16,8,1,73
2889,79,178,72,2,14,7,3,71
2890,79,169,79,1,17,8,4,49
2891,79,195,88,2,14,9,4,69
2892,79,174,78,2,5,9,3,78
2893,79,191,77,1,11,6,2,70
2894,79,199,79,0,15,8,2,57
2895,79,178,61,0,6,6,2,67
2896,79,205,91,1,18,8,3,63
2897,79,186,62,2,9,3,4,76
2898,79,200,79,2,9,1,2,88
2899,79,172,75,1,15,4,3,66
2900,79,173,77,1,17,0,4,65
2901,79,170,102,1,17,6,2,62
2902,79,211,82,1,21,9,2,66
2903,79,184,68,2,13,8,4,74
2904,79,200,75,2,0,9,4,84
2905,79,175,78,1,15,6,4,60
2906,79,164,70,1,0,3,2,81
2907,79,180,77,1,13,5,4,69
2908,79,171,75,1,10,7,1,75
2909,79,176,82,1,20,10,2,52
2910,79,169,85,1,6,8,3,62
2911,79,171,77,2,14,9,4,69
2912,79,194,63,1,1,9,3,79
2913,79,183,76,2,9,6,2,86
2914,79,187,90,1,14,6,2,69
2915,79,193,66,3,19,4,3,91
2916,79,185,70,1,21,4,1,72
2917,79,198,98,1,6,7,2,73
2918,79,171,78,1,7,10,2,62
2919,79,195,75,1,4,1,2,84
2920,79,179,64,1,3,4,2,85
2921,79,173,65,2,4,8,2,79
2922,79,194,79,2,0,6,3,83
2923,79,183,86,3,8,5,1,96
2924,79,177,63,0,17,8,3,53
2925,79,175,88,3,0,8,1,96
2926,79,172,68,1,10,8,5,65
2927,79,175,99,1,10,3,1,69
2928,79,173,68,1,14,6,2,62
2929,79,179,74,3,19,1,1,85
2930,79,197,90,1,16,2,2,73
2931,79,174,71,3,20,7,2,87
2932,79,173,76,1,3,2,3,74
2933,79,172,80,2,2,5,3,82
2934,79,204,81,3,12,6,2,84
2935,79,184,112,1,2,8,1,71
2936,79,191,67,1,4,4,2,84
2937,79,161,80,2,0,8,2,87
2938,79,189,72,3,2,9,1,98
2939,79,193,94,2,8,5,2,79
2940,79,167,68,1,1,5,2,77
2941,79,191,73,2,2,9,1,84
2942,79,190,65,2,0,8,2,89
2943,79,197,96,1,11,2,2,76
2944,79,200,85,2,0,7,3,90
2945,79,193,77,2,1,0,1,97
2946,79,177,101,1,20,10,2,54
2947,79,186,63,1,12,4,3,71
2948,79,195,97,1,22,9,1,55
2949,79,201,84,2,17,8,2,72
2950,79,205,76,3,15,6,2,91
2951,79,167,87,1,0,6,1,74
2952,79,195,102,2,3,9,2,82
2953,79,189,74,1,20,9,1,65
2954,79,174,86,0,17,7,2,53
2955,79,191,83,3,5,8,2,88
2956,79,213,103,0,19,2,4,54
2957,79,163,81,2,9,1,4,71
2958,79,203,62,1,11,6,2,75
2959,79,196,94,3,0,8,2,91
2960,79,183,66,1,3,8,2,74
2961,79,203,91,2,0,8,4,79
2962,79,170,72,1,16,6,2,61
2963,79,157,87,2,10,2,2,76
2964,79,189,73,1,16,7,2,65
2965,79,177,82,1,15,6,2,66
2966,79,182,90,1,1,8,3,71
2967,79,161,62,0,11,8,3,58
2968,79,199,96,2,15,8,3,66
2969,79,176,65,1,5,3,2,79
2970,79,197,76,3,0,1,2,106
2971,79,172,74,1,1,7,3,71
2972,79,170,67,0,0,7,2,69
2973,79,189,83,2,5,4,3,88
2974,79,181,62,2,0,7,2,87
2975,79,176,69,1,19,1,2,72
2976,79,167,71,3,8,5,3,86
2977,79,193,67,2,4,7,2,90
2978,79,170,103,2,1,8,2,83
2979,79,200,66,1,19,5,3,65
2980,79,207,73,1,0,4,2,85
2981,79,185,78,3,14,10,2,83
2982,79,156,96,1,2,8,4,52
2983,79,205,78,0,1,7,4,65
2984,79,173,86,2,14,7,3,70
2985,79,156,74,1,10,9,3,60
2986,79,208,66,3,11,2,2,96
2987,79,162,72,1,16,3,3,62
2988,79,158,98,1,18,6,4,50
2989,79,201,80,3,17,4,4,79
2990,79,194,81,1,20,5,1,69
2991,79,198,70,3,21,7,2,82
2992,79,193,74,1,16,1,4,67
2993,79,194,62,2,18,7,3,77
2994,79,186,85,3,0,7,1,98
2995,79,192,66,2,13,0,2,87
2996,79,171,61,2,17,2,2,76
2997,79,178,89,2,15,4,2,77
2998,79,169,64,3,7,7,2,92
2999,79,188,76,3,1,6,3,91
3000,79,179,63,1,11,6,3,66
3001,79,185,64,1,0,5,2,82
3002,79,180,96,3,2,9,3,88
3003,79,181,78,2,12,10,2,74
3004,79,180,72,1,18,7,4,60
3005,79,180,72,3,20,4,2,89
3006,79,187,93,1,16,8,3,59
3007,79,166,80,0,22,3,2,56
3008,79,177,76,1,15,7,4,62
3009,79,184,88,1,5,1,3,71
3010,79,193,85,1,0,3,3,77
3011,79,203,78,0,7,8,1,68
3012,79,177,85,1,22,5,3,57
3013,79,188,85,2,7,9,3,75
3014,79,158,74,1,16,1,1,70
3015,79,186,94,1,13,6,2,69
3016,79,181,73,1,16,1,3,69
3017,79,201,61,1,18,4,3,73
3018,79,171,84,2,20,8,2,66
3019,79,194,66,2,13,0,2,86
3020,79,181,82,1,20,3,1,70
3021,79,191,96,0,0,9,3,65
3022,79,185,97,3,3,5,2,96
3023,79,184,61,1,12,9,2,72
3024,79,200,87,0,0,8,2,69
3025,79,183,80,1,5,6,2,78
3026,79,168,78,1,10,6,1,69
3027,79,168,76,1,13,9,2,67
3028,79,178,85,1,21,2,2,61
3029,79,181,70,1,8,9,2,69
3030,79,189,90,3,16,6,1,86
3031,79,194,61,1,11,4,1,83
3032,79,181,86,0,0,2,2,75
3033,79,181,71,2,16,2,4,72
3034,79,173,78,1,4,3,3,79
3035,79,179,106,2,13,5,3,75
3036,79,185,82,1,0,0,1,83
3037,79,177,88,0,1,4,1,73
3038,79,167,81,1,1,0,3,80
3039,79,178,69,1,22,7,2,61
3040,79,195,65,2,13,9,1,81
3041,79,209,99,3,0,4,1,101
3042,79,200,62,2,10,7,2,85
3043,79,214,78,1,21,9,3,60
3044,79,191,78,3,21,2,5,80
3045,79,167,82,2,5,4,3,75
3046,79,186,97,1,21,7,2,62
3047,79,168,84,2,0,1,1,90
3048,79,163,73,1,6,9,3,60
3049,79,193,65,3,18,9,3,86
3050,79,179,90,2,1,5,2,85
3051,79,170,91,2,0,8,1,86
3052,79,190,77,1,14,7,4,64
3053,79,181,61,2,6,1,2,90
3054,79,188,63,2,17,6,3,69
3055,79,192,63,1,8,3,4,70
3056,79,169,100,1,20,8,2,60
3057,79,182,70,3,4,8,2,95
3058,79,185,70,2,21,7,2,67
3059,79,203,75,1,7,4,2,77
3060,79,192,80,1,14,8,3,67
3061,79,189,90,2,10,9,2,82
3062,79,183,61,2,16,2,3,81
3063,79,204,60,3,10,7,3,86
3064,79,177,64,1,13,8,2,70
3065,79,185,74,3,0,8,2,95
3066,79,165,86,2,2,9,3,77
3067,79,180,70,3,4,7,2,92
3068,79,176,90,2,0,5,2,86
3069,79,181,94,1,14,2,2,68
3070,79,171,78,1,15,7,3,61
3071,79,187,75,1,0,7,2,83
3072,79,183,61,0,11,9,2,63
3073,79,184,78,2,15,4,4,73
3074,79,180,79,1,2,8,3,74
3075,79,201,64,1,2,7,3,73
3076,79,182,80,1,9,5,3,69
3077,79,193,66,1,5,8,2,77
3078,79,171,76,1,16,4,3,65
3079,79,181,98,1,8,7,3,64
3080,79,183,100,2,3,7,1,84
3081,79,204,77,2,22,8,2,72
3082,79,177,85,1,0,9,3,73
3083,79,175,70,2,12,0,3,80
3084,79,186,80,1,11,9,3,64
3085,79,206,85,1,8,7,2,75
3086,79,210,106,3,6,8,2,91
3087,79,169,67,3,7,7,4,82
3088,79,176,91,1,20,9,4,49
3089,79,178,63,2,18,7,2,71
3090,79,176,66,1,9,7,2,70
3091,79,186,79,1,17,7,2,63
3092,79,181,75,1,11,1,2,70
3093,79,189,80,1,16,9,2,65
3094,79,156,60,3,18,9,4,72
3095,79,172,82,2,16,4,3,76
3096,79,177,77,1,21,7,2,64
3097,79,180,62,2,7,9,2,88
3098,79,205,63,1,10,7,1,83
3099,79,204,71,1,13,3,2,78
3100,79,186,80,2,13,7,4,70
3101,79,185,83,3,14,8,2,84
3102,79,196,71,2,11,8,3,79
3103,79,197,75,3,20,8,3,81
3104,79,171,69,2,7,10,3,80
3105,79,190,67,2,0,6,3,87
3106,79,186,64,2,18,8,2,72
3107,79,186,87,1,15,9,3,56
3108,79,192,92,1,1,8,1,78
3109,79,193,82,1,12,5,3,71
3110,79,177,81,2,20,8,2,74
3111,79,208,82,1,10,9,3,70
3112,79,191,63,1,16,6,2,75
3113,79,213,85,0,14,3,3,63
3114,79,175,74,4,2,9,2,99
3115,79,183,81,1,18,9,2,63
3116,79,172,81,2,4,7,2,76
3117,79,195,95,2,12,9,2,76
3118,79,195,73,1,0,7,2,79
3119,79,158,83,1,13,5,2,59
3120,79,178,71,0,11,1,1,71
3121,79,182,94,1,0,5,3,78
3122,79,169,75,1,9,8,2,71
3123,79,198,84,0,10,4,2,64
3124,79,188,89,1,22,7,2,59
3125,79,178,90,1,3,7,1,75
3126,79,196,75,1,20,4,3,67
3127,79,185,71,1,17,6,5,60
3128,79,182,79,1,1,3,2,78
3129,79,213,84,3,17,10,2,82
3130,79,188,85,1,21,6,2,62
3131,79,185,95,2,20,8,3,63
3132,79,188,78,1,0,9,4,75
3133,79,171,86,1,0,6,2,73
3134,79,190,91,3,8,9,4,78
3135,79,187,76,2,0,9,3,81
3136,79,168,95,2,22,3,1,70
3137,79,207,86,1,17,9,3,59
3138,79,183,65,2,0,5,2,94
3139,79,188,79,1,6,7,2,75
3140,79,178,86,3,17,4,2,84
3141,79,183,91,2,17,9,3,70
3142,79,172,86,2,10,8,3,72
3143,79,194,103,2,1,1,2,85
3144,79,173,95,2,12,9,3,67
3145,79,198,71,3,4,8,1,98
3146,79,194,81,2,4,9,3,77
3147,79,186,84,1,3,8,3,73
3148,79,200,92,3,14,6,5,80
3149,79,169,101,1,22,5,2,54
3150,79,176,80,1,14,5,2,72
3151,79,160,80,1,12,5,1,68
3152,79,185,97,2,15,8,3,70
3153,79,182,65,1,4,7,2,78
3154,79,178,71,3,3,6,2,91
3155,79,192,91,2,3,8,4,81
3156,79,171,63,1,20,6,2,68
3157,79,208,76,2,19,5,4,73
3158,79,184,74,2,3,7,3,81
3159,79,196,66,2,11,7,2,84
3160,79,162,80,2,4,5,4,76
3161,79,171,96,2,18,2,2,69
3162,79,185,107,1,5,6,2,71
3163,79,170,86,1,4,6,2,71
3164,79,186,102,2,17,9,3,69
3165,79,173,77,1,18,6,2,61
3166,79,181,71,3,7,4,3,93
3167,79,166,90,2,2,9,2,82
3168,79,179,70,2,7,8,2,81
3169,79,192,94,1,16,2,1,65
3170,79,192,74,1,12,9,1,68
3171,79,181,70,1,1,9,3,77
3172,79,209,79,3,4,7,1,100
3173,79,170,78,1,14,5,3,68
3174,79,185,69,3,15,6,2,93
3175,79,181,81,1,18,4,1,69
3176,79,198,68,2,4,7,2,85
3177,79,201,74,1,21,2,2,69
3178,79,185,61,2,0,7,3,84
3179,79,171,69,1,19,8,2,65
3180,79,197,60,2,0,6,3,89
3181,79,185,74,1,14,3,2,75
3182,79,198,81,3,7,2,2,95
3183,79,208,71,2,9,0,3,89
3184,79,188,65,2,2,8,3,84
3185,79,203,76,2,21,1,3,75
3186,79,180,90,1,5,9,2,67
3187,79,177,60,1,18,5,3,66
3188,79,179,72,3,0,7,2,92
3189,79,184,93,1,14,9,2,61
3190,79,163,79,2,5,5,4,72
3191,79,186,95,2,18,5,2,70
3192,79,198,72,1,19,7,1,68
3193,79,155,69,1,0,7,1,80
3194,79,196,84,1,8,8,3,64
3195,79,202,105,1,12,7,2,67
3196,79,184,85,2,7,9,2,79
3197,79,172,83,3,5,7,1,94
3198,79,195,62,1,5,9,4,65
3199,79,205,86,2,1,8,3,85
3200,79,196,112,2,2,8,1,81
3201,79,179,86,0,16,1,1,66
3202,79,171,66,1,7,6,3,67
3203,79,211,105,2,16,8,4,70
3204,79,190,77,1,18,5,2,71
3205,79,182,69,3,21,8,2,81
3206,79,176,79,3,21,5,2,87
3207,79,170,87,1,20,0,2,62
3208,79,179,75,2,12,3,4,79
3209,79,209,73,2,3,7,2,89
3210,79,192,66,2,18,3,2,77
3211,79,173,77,2,17,7,5,68
3212,79,190,90,3,19,7,2,82
3213,79,161,60,2,4,4,2,84
3214,79,207,92,1,10,7,3,64
3215,79,205,88,2,18,9,2,69
3216,79,190,61,2,5,3,1,95
3217,79,192,64,3,15,5,2,91
3218,79,183,109,2,9,8,2,76
3219,79,171,79,1,6,4,3,75
3220,79,172,79,2,3,4,2,82
3221,79,165,72,3,1,7,3,94
3222,79,191,81,2,13,7,1,81
3223,79,176,103,2,17,5,2,63
3224,79,189,77,2,4,7,3,81
3225,79,198,62,2,2,8,4,80
3226,79,197,88,3,9,8,3,82
3227,79,175,71,3,0,9,1,95
3228,79,171,65,3,0,7,3,97
3229,79,179,70,3,16,4,1,88
3230,79,186,74,1,5,6,4,65
3231,79,188,92,2,1,9,4,73
3232,79,190,87,2,2,6,3,84
3233,79,171,63,1,1,3,4,80
3234,79,160,90,1,12,9,3,52
3235,79,178,98,2,0,9,1,80
3236,79,176,69,1,22,2,2,67
3237,79,184,100,2,1,4,4,76
3238,79,182,76,2,11,9,1,75
3239,79,183,69,2,1,1,2,90
3240,79,200,76,1,2,6,3,73
3241,79,202,61,2,12,3,1,92
3242,79,184,92,1,19,6,1,62
3243,79,173,83,2,3,1,1,85
3244,79,170,87,2,17,8,4,62
3245,79,184,80,1,16,4,1,70
3246,79,194,66,1,5,9,3,72
3247,79,195,75,1,1,8,2,75
3248,79,205,62,1,0,8,3,81
3249,79,166,75,2,16,9,2,68
3250,79,196,85,1,17,7,4,53
3251,79,192,61,2,18,7,3,79
3252,79,160,104,1,3,9,2,64
3253,79,181,88,1,15,10,2,58
3254,79,207,73,2,1,3,4,83
3255,79,180,84,2,2,5,5,82
3256,79,187,96,2,5,10,4,70
3257,79,205,88,1,1,9,2,75
3258,79,158,81,2,17,9,2,68
3259,79,170,82,1,22,1,1,63
3260,79,172,72,2,11,3,2,79
3261,79,188,75,3,20,2,3,84
3262,79,183,79,1,16,6,2,65
3263,79,191,107,3,5,9,3,85
3264,79,179,85,1,0,0,3,76
3265,79,182,70,1,3,1,4,72
3266,79,172,83,0,1,3,4,64
3267,79,164,85,1,18,8,3,57
3268,79,176,73,1,7,1,3,78
3269,79,199,72,3,9,9,3,84
3270,79,191,69,1,17,8,2,61
3271,79,188,93,1,12,4,4,64
3272,79,166,108,2,9,1,2,74
3273,79,198,76,1,12,10,3,70
3274,79,174,82,2,4,7,4,80
3275,79,184,82,1,19,8,1,61
3276,79,194,70,2,12,1,2,82
3277,79,189,78,1,0,1,4,79
3278,79,174,87,1,0,6,3,69
3279,79,189,61,1,21,7,1,66
3280,79,189,107,2,0,9,3,73
3281,79,208,85,1,0,8,2,78
3282,79,206,82,2,12,5,1,88
3283,79,157,64,3,2,0,2,101
3284,79,163,73,1,7,4,3,69
3285,79,193,70,1,3,8,3,77
3286,79,181,98,1,7,1,2,76
3287,79,165,61,1,3,3,2,80
3288,79,191,102,3,11,6,2,89
3289,79,198,91,3,15,1,3,88
3290,79,184,77,2,13,4,2,77
3291,79,187,73,1,0,6,2,83
3292,79,174,87,1,19,9,1,63
3293,79,178,64,2,20,4,2,77
3294,79,186,80,1,14,5,3,66
3295,79,182,74,2,10,9,1,75
3296,79,203,93,2,5,4,2,89
3297,79,209,74,2,21,10,2,77
3298,79,192,82,1,9,8,2,73
3299,79,195,75,0,1,6,1,75
3300,79,187,83,1,22,4,3,57
3301,79,205,89,2,8,9,2,78
3302,79,162,89,1,1,10,2,70
3303,79,205,84,3,2,6,1,101
3304,79,171,81,3,13,8,2,84
3305,79,214,61,2,5,7,2,83
3306,79,193,75,1,13,2,2,72
3307,79,166,88,0,3,8,2,63
3308,79,193,90,1,20,9,3,50
3309,79,174,74,1,12,4,2,70
3310,79,186,72,2,0,6,1,92
3311,79,193,74,1,12,3,4,67
3312,79,200,105,3,2,3,3,90
3313,79,171,68,1,21,9,4,49
3314,79,179,64,3,9,5,3,86
3315,79,185,86,3,16,6,3,84
3316,79,189,70,2,20,9,1,77
3317,79,180,88,1,0,9,5,66
3318,79,175,64,1,1,7,2,79
3319,79,180,92,1,14,9,2,65
3320,79,168,75,2,11,6,2,78
3321,79,188,75,1,21,8,3,53
3322,79,168,69,1,5,9,2,73
3323,79,193,78,2,13,4,2,84
3324,79,182,81,1,16,9,3,60
3325,79,167,85,2,0,5,2,80
3326,79,182,85,1,18,3,2,64
3327,79,172,65,1,20,8,4,52
3328,79,183,109,3,13,1,2,84
3329,79,191,109,2,20,8,5,60
3330,79,172,80,2,18,5,2,70
3331,79,208,93,1,1,5,3,79
3332,79,185,61,2,17,3,2,83
3333,79,196,107,2,1,1,3,85
3334,79,186,74,3,1,6,4,92
3335,79,192,85,1,2,8,4,71
3336,79,201,88,1,9,1,3,78
3337,79,191,73,1,18,8,2,64
3338,79,193,86,1,5,3,2,81
3339,79,192,63,3,5,2,2,101
3340,79,178,68,1,16,5,4,58
3341,79,207,80,3,1,3,2,105
3342,79,182,104,1,17,9,2,52
3343,79,193,96,2,7,7,3,83
3344,79,201,87,1,8,4,3,72
3345,79,191,79,3,0,8,2,102
3346,79,173,77,2,15,8,5,66
3347,79,183,64,1,1,6,2,75
3348,79,161,75,1,7,8,1,71
3349,79,164,77,1,12,9,3,61
3350,79,203,93,1,0,4,2,79
3351,79,188,76,1,21,4,1,71
3352,79,187,82,3,2,7,3,94
3353,79,178,74,1,10,9,2,67
3354,79,168,69,2,22,3,3,68
3355,79,174,73,2,1,3,2,87
3356,79,182,71,2,0,8,3,83
3357,79,172,86,4,22,7,2,84
3358,78,181,94,2,15,6,3,68
3359,78,184,68,0,4,2,2,72
3360,78,207,84,1,1,9,2,80
3361,78,171,60,1,6,6,2,72
3362,78,157,69,2,19,8,2,65
3363,78,175,62,1,18,6,1,64
3364,78,183,69,2,0,1,3,86
3365,78,179,68,3,4,9,2,91
3366,78,174,70,2,16,2,2,79
3367,78,197,79,1,10,4,2,78
3368,78,161,94,1,17,8,3,51
3369,78,168,73,2,7,8,1,84
3370,78,174,90,2,11,5,2,74
3371,78,189,88,2,20,6,2,70
3372,78,155,73,2,4,9,3,78
3373,78,195,65,1,21,7,3,58
3374,78,165,73,1,16,9,3,59
3375,78,183,66,1,21,8,2,62
3376,78,188,60,1,15,4,3,68
3377,78,177,60,2,16,8,3,67
3378,78,165,103,2,3,2,2,78
3379,78,177,100,1,13,9,2,59
3380,78,181,77,3,0,9,2,97
3381,78,186,71,1,16,7,1,71
3382,78,191,64,3,2,2,2,104
3383,78,181,67,3,2,7,4,92
3384,78,180,79,3,17,6,2,83
3385,78,181,75,3,0,7,2,99
3386,78,193,66,1,2,4,2,83
3387,78,185,77,1,21,6,2,58
3388,78,184,64,1,15,7,3,64
3389,78,186,83,2,1,8,1,87
3390,78,175,81,2,9,8,4,73
3391,78,192,81,1,14,3,3,72
3392,78,194,77,1,20,8,1,67
3393,78,199,61,1,2,3,1,87
3394,78,174,71,1,17,5,2,66
3395,78,203,63,1,14,7,2,72
3396,78,194,85,2,13,7,1,76
3397,78,165,84,1,20,8,1,58
3398,78,199,73,3,1,6,2,94
3399,78,191,82,2,1,9,2,89
3400,78,185,86,1,2,7,1,72
3401,78,171,63,2,9,1,2,82
3402,78,193,62,3,0,7,2,96
3403,78,186,67,1,5,6,1,77
3404,78,195,67,1,1,7,2,75
3405,78,177,84,3,11,9,1,86
3406,78,175,61,1,3,3,2,78
3407,78,199,85,3,5,9,3,87
3408,78,188,96,1,8,8,3,68
3409,78,180,72,1,21,8,3,60
3410,78,188,75,1,9,8,2,74
3411,78,213,70,1,6,0,2,78
3412,78,165,70,1,20,10,2,58
3413,78,174,75,2,7,4,2,84
3414,78,206,83,1,17,9,3,56
3415,78,164,82,1,14,3,2,67
3416,78,180,79,1,8,3,2,76
3417,78,197,68,1,4,4,2,77
3418,78,194,85,2,16,7,2,72
3419,78,187,105,3,14,9,3,79
3420,78,205,73,2,18,5,2,76
3421,78,183,91,3,9,7,3,88
3422,78,171,92,1,11,5,2,70
3423,78,167,64,1,14,4,2,66
3424,78,197,81,2,7,1,1,94
3425,78,177,60,3,12,2,3,94
3426,78,185,95,2,1,8,3,77
3427,78,180,71,1,2,7,3,74
3428,78,183,66,1,9,7,4,63
3429,78,167,64,2,15,4,2,71
3430,78,198,79,3,11,4,4,85
3431,78,182,84,2,0,5,4,85
3432,78,190,63,1,19,8,2,62
3433,78,188,90,3,6,2,3,94
3434,78,176,,3,3,3,4,89
3435,78,185,96,1,2,7,2,68
3436,78,207,80,2,3,9,1,89
3437,78,160,67,1,3,9,2,74
3438,78,205,94,1,5,9,1,78
3439,78,159,89,1,18,10,3,50
3440,78,189,93,1,16,6,2,59
3441,78,180,78,1,14,3,1,71
3442,78,195,63,2,20,1,2,82
3443,78,169,110,1,1,5,2,68
3444,78,155,74,1,9,2,2,72
3445,78,195,96,1,9,7,2,71
3446,78,200,74,2,9,1,2,91
3447,78,186,88,1,15,7,1,61
3448,78,194,81,2,10,2,3,78
3449,78,174,65,2,1,7,3,84
3450,78,168,87,1,6,8,1,74
3451,78,198,90,2,9,3,2,89
3452,78,184,80,2,5,9,2,84
3453,78,185,77,1,8,9,3,70
3454,78,180,72,1,18,4,2,68
3455,78,175,85,2,6,0,2,81
3456,78,179,94,2,13,8,4,66
3457,78,204,84,1,11,2,3,72
3458,78,189,76,1,19,2,3,63
3459,78,183,79,2,20,5,3,68
3460,78,174,97,2,12,9,3,73
3461,78,194,86,2,5,9,4,71
3462,78,171,82,1,13,8,2,66
3463,78,191,89,1,3,5,2,77
3464,78,184,96,2,2,2,2,84
3465,78,198,74,3,10,9,3,91
3466,78,184,93,0,11,1,2,66
3467,78,192,79,2,10,4,4,81
3468,78,180,86,1,7,1,4,67
3469,78,189,75,2,0,8,3,89
3470,78,181,72,1,1,9,2,78
3471,78,180,95,0,22,9,2,44
3472,78,181,88,2,7,6,2,78
3473,78,177,75,3,7,2,2,93
3474,78,174,77,1,11,5,3,68
3475,78,177,77,1,18,4,2,65
3476,78,194,73,2,16,4,3,73
3477,78,174,107,2,15,7,3,64
3478,78,176,63,1,1,6,3,75
3479,78,200,75,1,2,8,1,80
3480,78,190,90,3,1,8,3,88
3481,78,201,94,2,2,2,3,83
3482,78,177,61,0,3,3,3,68
3483,78,193,93,1,7,7,3,69
3484,78,189,82,1,9,7,3,67
3485,78,166,74,1,20,7,2,61
3486,78,169,85,0,4,3,2,66
3487,78,201,72,1,22,8,2,61
3488,78,189,85,3,13,6,2,87
3489,78,173,68,2,9,3,2,82
3490,78,185,84,1,3,6,2,78
3491,78,180,95,3,10,5,4,82
3492,78,180,88,2,10,7,4,70
3493,78,196,95,2,17,1,2,78
3494,78,188,79,1,1,8,1,80
3495,78,179,72,1,10,1,1,74
3496,78,165,78,0,1,8,1,68
3497,78,170,81,1,21,8,5,45
3498,78,171,75,3,2,9,5,79
3499,78,201,95,0,6,8,2,63
3500,78,195,73,2,12,7,3,79
3501,78,190,69,3,0,5,2,104
3502,78,175,76,3,8,7,3,86
3503,78,180,87,3,16,8,2,80
3504,78,175,87,3,3,8,3,84
3505,78,176,73,1,3,5,2,74
3506,78,197,100,3,14,7,3,77
3507,78,204,71,1,3,8,3,74
